state,date,policy_detail
Colorado,2021-09-18,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 562 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 422 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 569 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 551 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 538 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 533 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 492 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 429 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 380 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 555 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 244 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 552 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 543 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 565 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 488 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 175 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 278 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 262 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 183 days ago; ""Universal availability"" (funding: government funded) was introduced 169 days ago."
Colorado,2021-09-19,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 563 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 423 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 570 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 552 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 539 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 534 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 493 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 430 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 381 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 556 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 245 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 553 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 544 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 566 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 489 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 176 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 279 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 263 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 184 days ago; ""Universal availability"" (funding: government funded) was introduced 170 days ago."
Colorado,2021-09-20,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 564 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 424 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 571 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 553 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 540 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 535 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 494 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 431 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 382 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 557 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 246 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 554 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 545 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 567 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 490 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 177 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 280 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 264 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 185 days ago; ""Universal availability"" (funding: government funded) was introduced 171 days ago."
Colorado,2021-09-21,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 565 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 425 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 572 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 554 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 541 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 536 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 495 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 432 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 383 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 558 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 247 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 555 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 546 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 568 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 491 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 178 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 281 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 265 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 186 days ago; ""Universal availability"" (funding: government funded) was introduced 172 days ago."
Colorado,2021-09-22,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 566 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 426 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 573 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 555 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 542 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 537 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 496 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 433 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 384 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 559 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 248 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 556 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 547 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 569 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 492 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 179 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 282 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 266 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 187 days ago; ""Universal availability"" (funding: government funded) was introduced 173 days ago."
Colorado,2021-09-23,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 567 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 427 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 574 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 556 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 543 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 538 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 497 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 434 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 385 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 560 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 249 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 557 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 548 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 570 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 493 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 180 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 283 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 267 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 188 days ago; ""Universal availability"" (funding: government funded) was introduced 174 days ago."
Colorado,2021-09-24,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 568 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 428 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 575 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 557 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 544 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 539 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 498 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 435 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 386 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 561 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 250 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 558 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 549 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 571 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 494 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 181 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 284 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 268 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 189 days ago; ""Universal availability"" (funding: government funded) was introduced 175 days ago."
Colorado,2021-09-25,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 569 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 429 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 576 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 558 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 545 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 540 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 499 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 436 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 387 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 562 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 251 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 559 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 550 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 572 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 495 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 182 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 285 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 269 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 190 days ago; ""Universal availability"" (funding: government funded) was introduced 176 days ago."
Colorado,2021-09-26,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 570 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 430 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 577 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 559 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 546 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 541 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 500 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 437 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 388 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 563 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 252 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 560 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 551 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 573 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 496 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 183 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 286 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 270 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 191 days ago; ""Universal availability"" (funding: government funded) was introduced 177 days ago."
Colorado,2021-09-27,"Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 571 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 431 days ago.

After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 578 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 560 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 547 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 542 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 501 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 438 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Narrow restrictions for isolation, hygiene in LTCFs, some limitations on external visitors and/or restrictions protecting elderly people at home"" (state-wide) was introduced 389 days ago; ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 564 days ago.

Workplace closing (Record closings of workplaces): ""recommend closing (or recommend work from home) or all businesses open with alterations resulting in significant differences compared to non-the pandemic operation"" (state-wide) was introduced 253 days ago; ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 561 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 552 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 574 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 497 days ago; ""open public testing (e.g. 'drive through' testing available to asymptomatic people)"" was introduced 184 days ago.

Vaccination policy (Record policies for vaccine delivery for different groups): ""Availability for ONE of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 287 days ago; ""Availability for TWO of following: key workers/ clinically vulnerable groups (non elderly) / elderly groups"" (funding: government funded) was introduced 271 days ago; ""Availability for all three plus partial additional availability (select broad groups/ages)"" (funding: government funded) was introduced 192 days ago; ""Universal availability"" (funding: government funded) was introduced 178 days ago."
