state,date,policy_detail
Colorado,2020-08-05,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 146 days ago; ""require cancelling"" (state-wide) was introduced 139 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 146 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 143 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 134 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 142 days ago; ""require closing all levels"" (state-wide) was introduced 128 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 160 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 142 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 146 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 138 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 129 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 88 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 134 days ago.

Restrictions on internal movement (Record restrictions on internal movement between cities/regions): ""recommend not to travel between regions/cities"" (state-wide) was introduced 88 days ago; ""internal movement restrictions in place"" (state-wide) was introduced 117 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 156 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 79 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 124 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 83 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 20 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 153 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 13 days ago."
Colorado,2020-08-06,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 147 days ago; ""require cancelling"" (state-wide) was introduced 140 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 147 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 144 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 135 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 143 days ago; ""require closing all levels"" (state-wide) was introduced 129 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 161 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 143 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 147 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 139 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 130 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 89 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 135 days ago.

Restrictions on internal movement (Record restrictions on internal movement between cities/regions): ""recommend not to travel between regions/cities"" (state-wide) was introduced 89 days ago; ""internal movement restrictions in place"" (state-wide) was introduced 118 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 157 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 80 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 125 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 84 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 21 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 154 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 14 days ago."
Colorado,2020-08-07,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 148 days ago; ""require cancelling"" (state-wide) was introduced 141 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 148 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 145 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 136 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 144 days ago; ""require closing all levels"" (state-wide) was introduced 130 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 162 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 144 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 148 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 140 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 131 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 90 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 136 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 158 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 81 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 126 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 85 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 22 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 155 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 15 days ago."
Colorado,2020-08-08,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 149 days ago; ""require cancelling"" (state-wide) was introduced 142 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 149 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 146 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 137 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 145 days ago; ""require closing all levels"" (state-wide) was introduced 131 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 163 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 145 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 149 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 141 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 132 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 91 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 137 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 159 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 82 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 127 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 86 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 23 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 156 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 16 days ago."
Colorado,2020-08-09,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 150 days ago; ""require cancelling"" (state-wide) was introduced 143 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 150 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 147 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 138 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 146 days ago; ""require closing all levels"" (state-wide) was introduced 132 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 164 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 146 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 150 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 142 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 133 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 92 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 138 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 160 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 83 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 128 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 87 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 24 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 157 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 17 days ago."
Colorado,2020-08-10,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 151 days ago; ""require cancelling"" (state-wide) was introduced 144 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 151 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 148 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 139 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 147 days ago; ""require closing all levels"" (state-wide) was introduced 133 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 165 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 147 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 151 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 143 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 134 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 93 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 139 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 161 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 84 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 129 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 88 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 25 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 158 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 18 days ago."
Colorado,2020-08-11,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 152 days ago; ""require cancelling"" (state-wide) was introduced 145 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 152 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 149 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 140 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 148 days ago; ""require closing all levels"" (state-wide) was introduced 134 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 166 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 148 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 152 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 144 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 135 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 94 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 140 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 162 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 85 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 130 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 89 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 26 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 159 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 19 days ago."
Colorado,2020-08-12,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 153 days ago; ""require cancelling"" (state-wide) was introduced 146 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 153 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 150 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 141 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 149 days ago; ""require closing all levels"" (state-wide) was introduced 135 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 167 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 149 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 153 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 145 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 136 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 95 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 141 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 163 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 86 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 131 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 90 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 27 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 160 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 20 days ago."
Colorado,2020-08-13,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 154 days ago; ""require cancelling"" (state-wide) was introduced 147 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 154 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 151 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 142 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 150 days ago; ""require closing all levels"" (state-wide) was introduced 136 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 168 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 150 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 154 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 146 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 137 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 96 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 142 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 164 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 87 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 132 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 91 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 28 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 161 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 21 days ago."
Colorado,2020-08-14,"After more than 100,000+ cases in 114 countries and 4,000+ deaths, the WHO declares the disease as a pandemic.

Cancel public events (Record cancelling public events): ""recommend cancelling"" (targeted in part of the state) was introduced 155 days ago; ""require cancelling"" (state-wide) was introduced 148 days ago.

Protection of elderly people (Record policies for protecting elderly people (as defined locally) in Long Term Care Facilities and/or the community and home setting): ""Extensive restrictions for isolation and hygiene in LTCFs, all non-essential external visitors prohibited, and/or all elderly people required to stay at home and not leave the home with minimal exceptions, and receive no external visitors"" (state-wide) was introduced 155 days ago.

The Administration declares a nationwide emergency and issues an additional travel ban on non-U.S. citizens traveling from 20+ European countries due to the pandemic.

Workplace closing (Record closings of workplaces): ""require closing (or work from home) for some sectors or categories of workers"" (state-wide) was introduced 152 days ago; ""require closing (or work from home) for all-but-essential workplaces (e.g. grocery stores, doctors)"" (targeted in part of the state) was introduced 143 days ago.

School closing (Record closings of schools and universities): ""require closing (only some levels or categories, e.g. just high school, or just public schools)"" (targeted in part of the state) was introduced 151 days ago; ""require closing all levels"" (state-wide) was introduced 137 days ago.

Public information campaigns (Record presence of public info campaigns): ""public officials urging caution about the pandemic"" (state-wide) was introduced 169 days ago; ""coordinated public information campaign (e.g. across traditional and social media)"" (state-wide) was introduced 151 days ago.

Restrictions on gatherings (Record the cut-off size for limits on gatherings): ""restrictions on gatherings between 11-100 people"" (targeted in part of the state) was introduced 155 days ago; ""restrictions on gatherings of 10 people or less"" (state-wide) was introduced 147 days ago.

Close public transport (Record closing of public transport): ""recommend closing (or significantly reduce volume/route/means of transport available)"" (state-wide) was introduced 138 days ago.

Stay at home requirements (Record orders to ""shelter-in-place"" and otherwise confine to the home): ""recommend not leaving house"" (state-wide) was introduced 97 days ago; ""require not leaving house with exceptions for daily exercise, grocery shopping, and 'essential' trips"" (targeted in part of the state) was introduced 143 days ago.

Testing policy (Record government policy on who has access to testing for current infection not for immunity): ""only those who both (a) have symptoms AND (b) meet specific criteria (e.g. key workers, admitted to hospital, came into contact with a known case, returned from overseas)"" was introduced 165 days ago; ""testing of anyone showing the pandemic symptoms"" was introduced 88 days ago.

Facial Coverings (Record policies on the use of facial coverings outside the home): ""Recommended"" (state-wide) was introduced 133 days ago; ""Required in some specified shared/public spaces outside the home with other people present, or some situations when social distancing not possible"" (targeted in part of the state) was introduced 92 days ago; ""Required in all shared/public spaces outside the home with other people present or all situations when social distancing not possible"" (state-wide) was introduced 29 days ago.

Contact tracing (Record government policy on contact tracing after a positive diagnosis): ""limited contact tracing; not done for all cases"" was introduced 162 days ago; ""comprehensive contact tracing; done for all identified cases"" was introduced 22 days ago."
